"ChevyRay - Vector Mono";0;False;False;1;0;1;1
32;1;1;24;27;24;0
33;869;1018;3;21;24;9
34;1972;1018;9;6;24;6
35;1824;1018;15;18;24;3
36;873;1018;15;21;24;3
37;889;1018;18;21;24;0
38;908;1018;18;21;24;0
39;1968;1018;3;6;24;9
40;927;1018;9;21;24;6
41;937;1018;9;21;24;6
42;1929;1018;15;12;24;3
43;1789;1018;15;18;24;3
44;113;1;6;24;24;6
45;1913;1018;15;12;24;3
46;849;1018;3;21;24;9
47;969;1018;18;21;24;0
48;988;1018;15;21;24;3
49;1004;1018;15;21;24;3
50;1020;1018;15;21;24;3
51;1036;1018;15;21;24;3
52;1052;1018;15;21;24;3
53;1068;1018;15;21;24;3
54;1084;1018;15;21;24;3
55;1100;1018;15;21;24;3
56;1116;1018;15;21;24;3
57;853;1018;15;21;24;3
58;1132;1018;3;21;24;9
59;106;1;6;24;24;6
60;1805;1018;18;18;24;0
61;1859;1018;15;15;24;3
62;1840;1018;18;18;24;0
63;830;1018;18;21;24;0
64;503;1018;18;21;24;0
65;522;1018;21;21;24;0
66;544;1018;21;21;24;0
67;566;1018;21;21;24;0
68;588;1018;21;21;24;0
69;481;1018;21;21;24;0
70;610;1018;21;21;24;0
71;808;1018;21;21;24;0
72;654;1018;21;21;24;0
73;676;1018;21;21;24;0
74;698;1018;21;21;24;0
75;720;1018;21;21;24;0
76;632;1018;21;21;24;0
77;742;1018;21;21;24;0
78;764;1018;21;21;24;0
79;786;1018;21;21;24;0
80;947;1018;21;21;24;0
81;1136;1018;21;21;24;0
82;1190;1018;21;21;24;0
83;1168;1018;21;21;24;0
84;1494;1018;21;21;24;0
85;1516;1018;21;21;24;0
86;1538;1018;21;21;24;0
87;1560;1018;21;21;24;0
88;1582;1018;21;21;24;0
89;1472;1018;21;21;24;0
90;1620;1018;21;21;24;0
91;1158;1018;9;21;24;6
92;1642;1018;18;21;24;0
93;1661;1018;9;21;24;6
94;1945;1018;15;9;24;3
95;1687;1018;21;21;24;0
96;1961;1018;6;6;24;6
97;1757;1018;15;21;24;3
98;1773;1018;15;21;24;3
99;1725;1018;15;21;24;3
100;1709;1018;15;21;24;3
101;1741;1018;15;21;24;3
102;1604;1018;15;21;24;3
103;55;1;15;27;24;3
104;1440;1018;15;21;24;3
105;1424;1018;15;21;24;3
106;26;1;12;27;24;3
107;1671;1018;15;21;24;3
108;1456;1018;15;21;24;3
109;1212;1018;21;21;24;0
110;1234;1018;15;21;24;3
111;1250;1018;15;21;24;3
112;39;1;15;27;24;3
113;87;1;18;27;24;3
114;1266;1018;15;21;24;3
115;1282;1018;15;21;24;3
116;1298;1018;15;21;24;3
117;1314;1018;15;21;24;3
118;1330;1018;15;21;24;3
119;1346;1018;21;21;24;0
120;1368;1018;15;21;24;3
121;71;1;15;27;24;3
122;1384;1018;15;21;24;3
123;1400;1018;9;21;24;6
124;1410;1018;3;21;24;9
125;1414;1018;9;21;24;6
126;1875;1018;18;15;24;0
127;1894;1018;18;15;24;0
19968;1485;673;23;22;26;0
19969;1509;673;23;22;26;0
19971;1533;673;23;22;26;0
19975;1557;673;23;22;26;0
19976;1581;673;23;22;26;0
19977;1605;673;23;22;26;0
19978;1629;673;23;22;26;0
19979;1653;673;23;22;26;0
19981;1677;673;23;22;26;0
19982;1701;673;23;22;26;0
19985;1725;673;23;22;26;0
19987;1749;673;23;22;26;0
19988;1773;673;23;22;26;0
19990;1797;673;23;22;26;0
19992;1821;673;23;22;26;0
19993;1845;673;23;22;26;0
19994;1869;673;23;22;26;0
19995;1893;673;23;22;26;0
19996;1917;673;23;22;26;0
19997;1941;673;23;22;26;0
20002;1965;673;23;22;26;0
20004;1989;673;23;22;26;0
20005;2013;673;23;22;26;0
20007;1;696;23;22;26;0
20010;25;696;23;22;26;0
20011;1465;673;19;22;26;2
20013;1441;673;23;22;26;0
20016;1417;673;23;22;26;0
20018;1081;673;23;22;26;0
20020;817;673;23;22;26;0
20024;841;673;23;22;26;0
20025;865;673;23;22;26;0
20026;889;673;23;22;26;0
20027;913;673;23;22;26;0
20029;937;673;23;22;26;0
20030;961;673;23;22;26;0
20035;985;673;23;22;26;0
20037;1009;673;23;22;26;0
20040;1033;673;23;22;26;0
20041;1057;673;23;22;26;0
20043;1105;673;23;22;26;0
20044;1393;673;23;22;26;0
20045;1129;673;23;22;26;0
20046;1153;673;23;22;26;0
20047;1177;673;23;22;26;0
20048;1201;673;23;22;26;0
20050;1225;673;23;22;26;0
20051;1249;673;23;22;26;0
20052;1273;673;23;22;26;0
20054;1297;673;23;22;26;0
20056;1321;673;23;22;26;0
20057;1345;673;23;22;26;0
20061;1369;673;23;22;26;0
20062;49;696;23;22;26;0
20063;73;696;23;22;26;0
20064;97;696;23;22;26;0
20065;121;696;17;22;26;4
20070;835;696;23;22;26;0
20080;859;696;23;22;26;0
20081;883;696;23;22;26;0
20083;907;696;23;22;26;0
20094;931;696;23;22;26;0
20102;955;696;21;22;26;0
20104;977;696;23;22;26;0
20105;1001;696;23;22;26;0
20107;1025;696;23;22;26;0
20108;1049;696;23;22;26;0
20110;1073;696;23;22;26;0
20111;1097;696;23;22;26;0
20113;1121;696;23;22;26;0
20114;1145;696;23;22;26;0
20116;1169;696;23;22;26;0
20117;1193;696;23;22;26;0
20122;1217;696;23;22;26;0
20123;1241;696;23;22;26;0
20129;1265;696;23;22;26;0
20130;1289;696;23;22;26;0
20132;1313;696;23;22;26;0
20133;1337;696;23;22;26;0
20134;1361;696;23;22;26;0
20135;1385;696;23;22;26;0
20136;1409;696;23;22;26;0
20137;811;696;23;22;26;0
20139;1433;696;23;22;26;0
20140;787;696;23;22;26;0
20141;739;696;23;22;26;0
20142;139;696;23;22;26;0
20146;163;696;23;22;26;0
20154;187;696;23;22;26;0
20159;211;696;23;22;26;0
20160;235;696;23;22;26;0
20161;259;696;23;22;26;0
20165;283;696;23;22;26;0
20166;307;696;23;22;26;0
20167;331;696;23;22;26;0
20170;355;696;23;22;26;0
20171;379;696;23;22;26;0
20173;403;696;23;22;26;0
20174;427;696;23;22;26;0
20177;451;696;23;22;26;0
20179;475;696;23;22;26;0
20180;499;696;23;22;26;0
20181;523;696;23;22;26;0
20182;547;696;23;22;26;0
20183;571;696;23;22;26;0
20184;595;696;23;22;26;0
20185;619;696;23;22;26;0
20191;643;696;23;22;26;0
20195;667;696;23;22;26;0
20196;691;696;23;22;26;0
20197;715;696;23;22;26;0
20202;793;673;23;22;26;0
20204;769;673;23;22;26;0
20208;745;673;23;22;26;0
20210;1417;650;23;22;26;0
20214;793;650;23;22;26;0
20215;817;650;23;22;26;0
20219;841;650;23;22;26;0
20221;865;650;23;22;26;0
